DataAcc	SpecAcc	Age	RunID	ZTime	gtype	light	temp	sampleID	bname	header_	ZTime_int	fname_	date	genome	tophatOpt	trimmoOpt	type		sampleCode	mapped_reads	total_reads	runID
2_26R_03-hos1-3	Ath			ZT0	hos1-3		27C				0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_26R_03_rna-seq_20141101_hos1-3_27C_ZT0_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_27R_03-hos1-3	Ath			ZT1	hos1-3		27C				1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_27R_03_rna-seq_20141101_hos1-3_27C_ZT1_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_28R_03-hos1-3	Ath			ZT4	hos1-3		27C				4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_28R_03_rna-seq_20141101_hos1-3_27C_ZT4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_29R_03-hos1-3	Ath			ZT8	hos1-3		27C				8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_29R_03_rna-seq_20141101_hos1-3_27C_ZT8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_30R_03-hos1-3	Ath			ZT12	hos1-3		27C				12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_30R_03_rna-seq_20141101_hos1-3_27C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_31R_03-hos1-3	Ath			ZT16	hos1-3		27C				16	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_31R_03_rna-seq_20141101_hos1-3_27C_ZT-8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_24R_03-hos1-3	Ath			ZT20	hos1-3		27C				20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_24R_03_rna-seq_20141101_hos1-3_27C_ZT-4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_25R_03-hos1-3	Ath			ZT22	hos1-3		27C				22	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_hos1-3_27C_BGI_20141101_20141231/2_25R_03_rna-seq_20141101_hos1-3_27C_ZT-2_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_19R_08-pif4-101	Ath			ZT1	pif4-101		22C				1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_19R_08_rna-seq_20141101_pif4-101_22C_ZT1_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_20R_08-pif4-101	Ath			ZT4	pif4-101		22C				4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_20R_08_rna-seq_20141101_pif4-101_22C_ZT4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_21R_08-pif4-101	Ath			ZT8	pif4-101		22C				8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_21R_08_rna-seq_20141101_pif4-101_22C_ZT8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_22R_08-pif4-101	Ath			ZT12	pif4-101		22C				12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_22R_08_rna-seq_20141101_pif4-101_22C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_23R_08-pif4-101	Ath			ZT16	pif4-101		22C				16	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_23R_08_rna-seq_20141101_pif4-101_22C_ZT-8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_16R_08-pif4-101	Ath			ZT20	pif4-101		22C				20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_16R_08_rna-seq_20141101_pif4-101_22C_ZT-4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_17R_08-pif4-101	Ath			ZT22	pif4-101		22C				22	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_22C_BGI_20141101_20141211/2_17R_08_rna-seq_20141101_pif4-101_22C_ZT-2_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_26R_08-pif4-101	Ath			ZT0	pif4-101		27C				0	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_26R_08_rna-seq_20141101_pif4-101_27C_ZT0_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_27R_08-pif4-101	Ath			ZT1	pif4-101		27C				1	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_27R_08_rna-seq_20141101_pif4-101_27C_ZT1_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_28R_08-pif4-101	Ath			ZT4	pif4-101		27C				4	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_28R_08_rna-seq_20141101_pif4-101_27C_ZT4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_29R_08-pif4-101	Ath			ZT8	pif4-101		27C				8	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_29R_08_rna-seq_20141101_pif4-101_27C_ZT8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_30R_08-pif4-101	Ath			ZT12	pif4-101		27C				12	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_30R_08_rna-seq_20141101_pif4-101_27C_ZT-12_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_31R_08-pif4-101	Ath			ZT16	pif4-101		27C				16	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_31R_08_rna-seq_20141101_pif4-101_27C_ZT-8_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_24R_08-pif4-101	Ath			ZT20	pif4-101		27C				20	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_24R_08_rna-seq_20141101_pif4-101_27C_ZT-4_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
2_25R_08-pif4-101	Ath			ZT22	pif4-101		27C				22	/media/pw_synology/RNA-Seq/Mapped_data/Dirty/home/feng/syno/PW-HiSeq_synology_20150401/HiSeq_mapped/RNA-seq_timecourse/RNA-seq_pif4-101_27C_BGI_20141101_20141215/2_25R_08_rna-seq_20141101_pif4-101_27C_ZT-2_trimmo_paired_2_10_5_1_tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt.clean	20141101	ensembl_TAIR10	tophat_ensembl_TAIR10_nomixed_unstranded_sorted_rmdup_picard_combined_read.txt	trimmo_paired_2_10_5_1	rna-seq					
185RS20	Ath		185R	ZT0	pif7	LD	17C	S15			0	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-934-pif7-LD-17C-ZT0_S15/stringtieresults/gene_abund.tab										185R
185RS22	Ath		185R	ZT4	pif7	LD	17C	S16			4	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-935-pif7-LD-17C-ZT4_S16/stringtieresults/gene_abund.tab										185R
185RS24	Ath		185R	ZT5	pif7	LD	17C	S17			5	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-936-pif7-LD-17C-ZT5_S17/stringtieresults/gene_abund.tab										185R
185RS26	Ath		185R	ZT8	pif7	LD	17C	S18			8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-937-pif7-LD-17C-ZT8_S18/stringtieresults/gene_abund.tab										185R
185RS4	Ath		185R	ZT12	pif7	LD	17C	S19			12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-938-pif7-LD-17C-ZT12_S19/stringtieresults/gene_abund.tab										185R
185RS7	Ath		185R	ZT16	pif7	LD	17C	S20			16	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-939-pif7-LD-17C-ZT16_S20/stringtieresults/gene_abund.tab										185R
185RS10	Ath		185R	ZT20	pif7	LD	17C	S21			20	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-940-pif7-LD-17C-ZT20_S21/stringtieresults/gene_abund.tab										185R
185RS13	Ath		185R	ZT0	pif7	LD	27C	S22			0	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-941-pif7-LD-27C-ZT0_S22/stringtieresults/gene_abund.tab										185R
185RS16	Ath		185R	ZT4	pif7	LD	27C	S23			4	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-942-pif7-LD-27C-ZT4_S23/stringtieresults/gene_abund.tab										185R
185RS19	Ath		185R	ZT5	pif7	LD	27C	S24			5	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-943-pif7-LD-27C-ZT5_S24/stringtieresults/gene_abund.tab										185R
185RS23	Ath		185R	ZT8	pif7	LD	27C	S25			8	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-944-pif7-LD-27C-ZT8_S25/stringtieresults/gene_abund.tab										185R
185RS25	Ath		185R	ZT12	pif7	LD	27C	S26			12	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-945-pif7-LD-27C-ZT12_S26/stringtieresults/gene_abund.tab										185R
185RS27	Ath		185R	ZT16	pif7	LD	27C	S27			16	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-946-pif7-LD-27C-ZT16_S27/stringtieresults/gene_abund.tab										185R
185RS28	Ath		185R	ZT20	pif7	LD	27C	S28			20	/media/pw_synology3/PW_HiSeq_data/RNA-seq/Mapped_data/185R/185R-947-pif7-LD-27C-ZT20_S28/stringtieresults/gene_abund.tab										185R
150RS1	Bd	Wk2	150R	ZT0	Bd21	LD		S1		Age=Wk2_RunID=150R_ZTime=ZT0_gtype=Bd21_light=LD_sampleID=S1	0	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_1-43239982/Doro-Bd21-3-ZT0-LD_S1.stringtie.count										150R
150RS2	Bd	Wk2	150R	ZT1	Bd21	LD		S2		Age=Wk2_RunID=150R_ZTime=ZT1_gtype=Bd21_light=LD_sampleID=S2	1	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_2-43251379/Doro-Bd21-3-ZT1-LD_S2.stringtie.count										150R
150RS3	Bd	Wk2	150R	ZT4	Bd21	LD		S3		Age=Wk2_RunID=150R_ZTime=ZT4_gtype=Bd21_light=LD_sampleID=S3	4	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_3-43251380/Doro-Bd21-3-ZT4-LD_S3.stringtie.count										150R
150RS4	Bd	Wk2	150R	ZT8	Bd21	LD		S4		Age=Wk2_RunID=150R_ZTime=ZT8_gtype=Bd21_light=LD_sampleID=S4	8	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_4-43251381/Doro-Bd21-3-ZT8-LD_S4.stringtie.count										150R
150RS5	Bd	Wk2	150R	ZT12	Bd21	LD		S5		Age=Wk2_RunID=150R_ZTime=ZT12_gtype=Bd21_light=LD_sampleID=S5	12	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_5-43237929/Doro-Bd21-3-ZT12-LD_S5.stringtie.count										150R
150RS6	Bd	Wk2	150R	ZT16	Bd21	LD		S6		Age=Wk2_RunID=150R_ZTime=ZT16_gtype=Bd21_light=LD_sampleID=S6	16	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_6-43247396/Doro-Bd21-3-ZT16-LD_S6.stringtie.count										150R
150RS7	Bd	Wk2	150R	ZT20	Bd21	LD		S7		Age=Wk2_RunID=150R_ZTime=ZT20_gtype=Bd21_light=LD_sampleID=S7	20	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_7-43240922/Doro-Bd21-3-ZT20-LD_S7.stringtie.count										150R
150RS8	Bd	Wk2	150R	ZT22	Bd21	LD		S8		Age=Wk2_RunID=150R_ZTime=ZT22_gtype=Bd21_light=LD_sampleID=S8	22	/media/pw_synology3/BrachyPhoton/Mapped_data/150R/Doro_150R_Doro_8-43250398/Doro-Bd21-3-ZT22-LD_S8.stringtie.count										150R
148RS1	Bd	Wk2	148R	ZT0	Bd21	SD		S1		Age=Wk2_RunID=148R_ZTime=ZT0_gtype=Bd21_light=SD_sampleID=S1	0	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_91-42978987/Exp0027-ZT0-Bd21-3-SD_S1.stringtie.count										148R
148RS2	Bd	Wk2	148R	ZT1	Bd21	SD		S2		Age=Wk2_RunID=148R_ZTime=ZT1_gtype=Bd21_light=SD_sampleID=S2	1	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_92-42974176/Exp0027-ZT1-Bd21-3-SD_S2.stringtie.count										148R
148RS3	Bd	Wk2	148R	ZT4	Bd21	SD		S3		Age=Wk2_RunID=148R_ZTime=ZT4_gtype=Bd21_light=SD_sampleID=S3	4	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_93-42972294/Exp0027-ZT4-Bd21-3-SD_S3.stringtie.count										148R
148RS4	Bd	Wk2	148R	ZT8	Bd21	SD		S4		Age=Wk2_RunID=148R_ZTime=ZT8_gtype=Bd21_light=SD_sampleID=S4	8	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_94-42976997/Exp0027-ZT8-Bd21-3-SD_S4.stringtie.count										148R
148RS5	Bd	Wk2	148R	ZT12	Bd21	SD		S5		Age=Wk2_RunID=148R_ZTime=ZT12_gtype=Bd21_light=SD_sampleID=S5	12	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_95-42974172/Exp0027-ZT12-Bd21-3-SD_S5.stringtie.count										148R
148RS6	Bd	Wk2	148R	ZT16	Bd21	SD		S6		Age=Wk2_RunID=148R_ZTime=ZT16_gtype=Bd21_light=SD_sampleID=S6	16	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_96-42966739/Exp0027-ZT16-Bd21-3-SD_S6.stringtie.count										148R
148RS7	Bd	Wk2	148R	ZT20	Bd21	SD		S7		Age=Wk2_RunID=148R_ZTime=ZT20_gtype=Bd21_light=SD_sampleID=S7	20	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_97-42973338/Exp0027-ZT20-Bd21-3-SD_S7.stringtie.count										148R
148RS8	Bd	Wk2	148R	ZT22	Bd21	SD		S8		Age=Wk2_RunID=148R_ZTime=ZT22_gtype=Bd21_light=SD_sampleID=S8	22	/media/pw_synology3/BrachyPhoton/Mapped_data/148R/148R_Doro_98-42980016/Exp0027-ZT22-Bd21-3-SD_S8.stringtie.count										148R
144RS11	Bd	Wk3	144R	ZT0	Bd21	SD		S11		Age=Wk3_RunID=144R_ZTime=ZT0_gtype=Bd21_light=SD_sampleID=S11	0	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_11_DN-41048195/Exp0024-ZT0-BdWT-SD_S11.stringtie.count										144R
144RS12	Bd	Wk3	144R	ZT4	Bd21	SD		S12		Age=Wk3_RunID=144R_ZTime=ZT4_gtype=Bd21_light=SD_sampleID=S12	4	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_12_DN-41051200/Exp0024-ZT4-BdWT-SD_S12.stringtie.count										144R
144RS13	Bd	Wk3	144R	ZT8	Bd21	SD		S13		Age=Wk3_RunID=144R_ZTime=ZT8_gtype=Bd21_light=SD_sampleID=S13	8	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_13_DN-41048198/Exp0024-ZT8-BdWT-SD_S13.stringtie.count										144R
144RS14	Bd	Wk3	144R	ZT12	Bd21	SD		S14		Age=Wk3_RunID=144R_ZTime=ZT12_gtype=Bd21_light=SD_sampleID=S14	12	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_14_DN-41058065/Exp0024-ZT12-BdWT-SD_S14.stringtie.count										144R
144RS15	Bd	Wk3	144R	ZT16	Bd21	SD		S15		Age=Wk3_RunID=144R_ZTime=ZT16_gtype=Bd21_light=SD_sampleID=S15	16	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_15_DN-41041294/Exp0024-ZT-8-BdWT-SD_S15.stringtie.count										144R
144RS10	Bd	Wk3	144R	ZT20	Bd21	SD		S10		Age=Wk3_RunID=144R_ZTime=ZT20_gtype=Bd21_light=SD_sampleID=S10	20	/media/pw_synology3/BrachyPhoton/Mapped_data/144R/144R_10_DN-41050188/Exp0024-ZT-4-BdWT-SD_S10.stringtie.count										144R
143RS5	Bd	Wk4	143R	ZT0	Bd21	LD		S5		Age=Wk4_RunID=143R_ZTime=ZT0_gtype=Bd21_light=LD_sampleID=S5	0	/media/pw_synology3/BrachyPhoton/Mapped_data/143R/143R_5_DN-41149119/Exp0024-ZT20-BdWT_S5.stringtie.count										143R
143RS1	Bd	Wk4	143R	ZT8	Bd21	LD		S1		Age=Wk4_RunID=143R_ZTime=ZT8_gtype=Bd21_light=LD_sampleID=S1	8	/media/pw_synology3/BrachyPhoton/Mapped_data/143R/143R_1_DN-41145298/Exp0024-ZT8-BdWT_S1.stringtie.count										143R
143RS3	Bd	Wk4	143R	ZT16	Bd21	LD		S3		Age=Wk4_RunID=143R_ZTime=ZT16_gtype=Bd21_light=LD_sampleID=S3	16	/media/pw_synology3/BrachyPhoton/Mapped_data/143R/143R_3_DN-41148121/Exp0024-ZT16-BdWT_S3.stringtie.count										143R
149RS16	Bd	Wk2	149R	ZT0	Bdelf3	SD		S16		Age=Wk2_RunID=149R_ZTime=ZT0_gtype=Bdelf3_light=SD_sampleID=S16	0	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S16/elf3-ZT0-SD_S16.stringtie.count										149R
149RS17	Bd	Wk2	149R	ZT1	Bdelf3	SD		S17		Age=Wk2_RunID=149R_ZTime=ZT1_gtype=Bdelf3_light=SD_sampleID=S17	1	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S17/elf3-ZT1-SD_S17.stringtie.count										149R
149RS18	Bd	Wk2	149R	ZT4	Bdelf3	SD		S18		Age=Wk2_RunID=149R_ZTime=ZT4_gtype=Bdelf3_light=SD_sampleID=S18	4	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S18/elf3-ZT4-SD_S18.stringtie.count										149R
149RS19	Bd	Wk2	149R	ZT8	Bdelf3	SD		S19		Age=Wk2_RunID=149R_ZTime=ZT8_gtype=Bdelf3_light=SD_sampleID=S19	8	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S19/elf3-ZT8-SD_S19.stringtie.count										149R
149RS20	Bd	Wk2	149R	ZT12	Bdelf3	SD		S20		Age=Wk2_RunID=149R_ZTime=ZT12_gtype=Bdelf3_light=SD_sampleID=S20	12	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S20/elf3-ZT12-SD_S20.stringtie.count										149R
149RS21	Bd	Wk2	149R	ZT16	Bdelf3	SD		S21		Age=Wk2_RunID=149R_ZTime=ZT16_gtype=Bdelf3_light=SD_sampleID=S21	16	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S21/elf3-ZT16-SD_S21.stringtie.count										149R
149RS22	Bd	Wk2	149R	ZT20	Bdelf3	SD		S22		Age=Wk2_RunID=149R_ZTime=ZT20_gtype=Bdelf3_light=SD_sampleID=S22	20	/home/feng/data/syno3_PW/RNA-seq/Mapped_data/pipeline_rnaseq//149R/S22/elf3-ZT20-SD_S22.stringtie.count										149R
